"model_name","average_cross_ent_train","average_cross_ent_val","luke_cross_ent_train","luke_cross_ent_val"
"prev_rand_init-no_syns-10e-voc1-emb300",74.94198084673344,74.94678006052582,74.71874109486863,74.70907989481259
"rand_init-no_syns-10e-voc1-emb300",52.781737659179534,49.32476135585123,14.16049659620784,14.93975798253459
"rand_init-syns25-10e-voc1-emb300",50.76687020036223,46.51465451541711,13.590003771825126,14.272211591957248
"rand_init-syns16-10e-voc1-emb300",51.44301036769974,47.419518861455714,13.750905597096367,14.462920664945585
"w2v_init-no_syns-10e-voc1-emb300",9.96535770063377,11.792471839892723,9.757913167093257,10.153110798157284
"w2v_init-syns25-10e-voc1-emb300",9.813373473157869,11.496642478216575,9.697973026373026,10.044340840659197
"w2v_init-syns16-10e-voc1-emb300",9.83696699132447,11.576965495561547,9.716221085193377,10.07639009922334
